serial,title_eng,title_chi,language,author,detailed_authorship,publisher,ISBN_1,ISSN_1,medium_1,price_1_currency,price_1,ISBN_2,ISSN_2,medium_2,price_2_currency,price_2,location_of_publication,year_of_publication,format,details,edition
2009-00886,CONSTRUCTION management and civil engineering practice in Hong Kong,,English,,"edited by Linda C.N. Fan, K.P. Yim",Association of Engineering Professionals in Society Limited,978-988-17643-1-7,,pbk.,,Unpriced,,,,,,Hong Kong,2008,"xxiv, 414 p. : ill., maps, charts ; 26 cm.",Includes bibliographical references,
2009-00880,CONSTRUCTION management and civil engineering practice in Hong Kong : safety practice and Q & A on civil engineering works,,English,,"edited by Linda C.N. Fan, K.P. Yim",Association of Engineering Professionals in Society Limited,978-988-17643-2-4,,pbk.,,Unpriced,,,,,,Hong Kong,2008,126 p. : ill. ; 30 cm.,Includes bibliographical references,
2009-00784,CONSTRUCTIVE grammar notes,,English,P.H. Wong ... [et al.],,Favour Education Centre,978-988-99458-5-5,,pbk.,$,72.00,,,,,,Hong Kong,2008,"viii, 260, A15 p. : ill. ; 23 cm.",Constructive grammar series,
2009-00781,CONSTRUCTIVE grammar practice. 1,,English,P.H. Wong ... [et al.],,Favour Education Centre,978-988-99458-6-2,,pbk.,$,56.00,,,,,,Hong Kong,2008,146 p. : ill. ; 26 cm.,Constructive grammar series,
2009-00782,CONSTRUCTIVE grammar practice. 2,,English,P.H. Wong ... [et al.],,Favour Education Centre,978-988-99458-7-9,,pbk.,$,56.00,,,,,,Hong Kong,2008,137 p. : ill. ; 26 cm.,Constructive grammar series,
2009-00783,CONSTRUCTIVE grammar practice. 3,,English,P.H. Wong ... [et al.],,Favour Education Centre,978-988-99458-8-6,,pbk.,$,60.00,,,,,,Hong Kong,2008,168 p. : ill. ; 26 cm.,,
2009-01066,"COTTRELL Boyce, Frank Cosmic",,English,Frank Cottrell Boyce,,Pearson Education Limited,978-1-4082-0993-6,,,,Unpriced,,,,,,Essex,2009,282 p : port ; 21 cm.,New Longman literature,
2009-01577,CRITICAL zone 3 : a forum of Chinese and western knowledge,,English,,"edited by Douglas Kerr, Q.S. Tong, Wang Shouren",Hong Kong University Press,978-962-209-857-2,,pbk.,$,195.00,,,,,,Hong Kong,2008,"vi, 236 p. : ill. ; 23 cm.",Includes bibliographical references,
2009-00097,CROSSCURRENTS : sound work,縱橫流:聲音作品,English,,edited by Agnes Lin,Osage Gallery Limited,978-988-17583-5-4,,pbk.,$,400.00,,,,,,Hong Kong,2008,55 p. : col. ill. ; 26 cm.,Text in Chinese and English,
2009-00118,400 million customers,,English,"CROW, Carl",by Carl Crow,China Economic Review Publishing (Hong Kong) Limited,978-988-17621-5-3,,pbk.,USD,25.00,,,,,,Hong Kong,2008,"xiii, 259 p. : ill. ; 21 cm.",,
2009-01683,Unseen riches,庫藏．藏富,English,Stephen Davies,,Hong Kong Maritime Museum Limited,978-988-98611-9-3,,pbk.,$,55.00,,,,,,Hong Kong,2009,80 p. : ill. (chiefly col.) ; 24 cm.,Text in Chinese and English,
2009-00086,The yellowcake conspiracy,,English,Stephen Davies,,Pearson Education Limited,978-0-435132-05-7,,,GBP,5.40,,,,,,Hong Kong,2009,200 p. ; 20 cm.,Glossary,
2009-00586,Old Shanghai clubs & associations : a directory of the rich life of foreigners in Shanghai from the 1840s to 1950s,,English,"DJORDJEVIC, Nenad",by Nenad Djordjevic,China Economic Review Publishing (Hong Kong) Limited,978-988-17621-9-1,,pbk.,USD,57.00,,,,,,Hong Kong,2009,"xii, 335 p. ; 21 cm.",+ 1 CD-ROM,
2009-01065,The ice cream con,,English,Jimmy Docherty,,Pearson Education Limited,978-1-4082-0101-5,,,,Unpriced,,,,,,Essex,2009,208 p. : port ; 21 cm.,New Longman literature,
2009-00109,"DONNELLY, Ivon A. Chinese junks and other native craft",,English,,by Ivon A. Donnelly,China Economic Review Publishing (Hong Kong) Limited,978-988-17621-3-9,,,USD,25.00,,,,,,Hong Kong,2008,"xxv, 169 p. : ill. ; 21 cm.",,
2009-01070,DORE HOLDINGS LIMITED Dore Holdings Limited interim report 2008,多金控股有限公司中期報告2008,English,,,Dore Holdings Limited,,,,,,,,,,,Hong Kong,2008,"38, 38 p. ; 21 cm.",Text in Chinese and English Unpriced (pbk.),
2009-01080,"DORE HOLDINGS LIMITED Dore Holdings Limited open offer of 109,552,738 offer shares on the basis of one offer share for every two consolidated shares held on the record date, 19 December 2008","多金控股有限公司按於記錄日期每持有兩股合併股份獲發一發售股份之基準公開發售109,552,738股發售股份,二零零八年十二月十九日",English,,,Dore Holdings Limited,,,,,,,,,,,Hong Kong,2008,"179, 179 p. ; 28 cm.",Text in Chinese and English Unpriced (pbk.),
2009-00492,Kangaroo island : koala and kookaburra lose their home,,English,"DOW, Yvonne",written and illustrated by Yvonne Dow,Two Pungyao Publishing,978-988-17898-0-8,,pbk.,$,98.00,,,,,,Hong Kong,2008,Unpaged : col. ill. ; 25 x 28 cm.,,
2009-00491,The rhino horn bandits,,English,"DOW, Yvonne",written and illustrated by Yvonne Dow,Two Pungyao Publishing,978-988-17898-1-5,,pbk.,$,98.00,,,,,,Hong Kong,2008,Unpaged : col. ill. ; 25 x 28 cm.,,
2009-00301,Noah’s Ark pop-up,挪亞的大船立體動畫,English,"DOWLEY, Tim","written by Tim Dowley, illustrations by Stuart Martin",Chinese Bible International Limited,978-962-513-637-0,,,$,68.00,,,,,,Hong Kong,2008,Unpaged : all col. ill. ; 25 x 31 cm.,Text in Chinese and English,
2009-00302,Pop up Bible,立體動畫聖經,English,"DOWLEY, Tim","written by Tim Dowley, illustrations by Gemma Denham",Chinese Bible International Limited,978-962-513-621-9,,,$,68.00,,,,,,Hong Kong,2008,Unpaged : all col. ill. ; 27 cm.,Text in Chinese and English,
2009-00114,Tales of old Shanghai : a scrapbook of words and images bringing to life the glorious past of China’s greatest city,,English,"EARNSHAW, Graham",written and edited by Graham Earnshaw,China Economic Review Publishing (Hong Kong) Limited,978-988-17621-1-5,,pbk.,USD,25.00,,,,,,Hong Kong,2008,"149 p. : ill. (chiefly col.), maps ; 21 cm.",Includes bibliographical references,
2009-01085,ECO-TEK HOLDINGS LIMITED Eco-Tek Holdings Limited annual report 2008,環康集團有限公司年報2008,English,,,Eco-Tek Holdings Limited,,,,,,,,,,,Hong Kong,2008,"82, 82 p. ; 28 cm.",Text in Chinese and English Unpriced (pbk.),
2009-01927,‘ED’ ‘eg’ book,,English,,,Education Bureau,978-988-8019-45-8,,pbk.,,Unpriced,,,,,,Hong Kong,2009,9 p. : col. ill. ; 21 cm.,,
2009-00499,ELC 2502 : university English II,,English,,,"The Hong Kong Polytechnic University, English Language Centre",978-962-367-638-0,,pbk.,,Unpriced,,,,,,Hong Kong,2008,"vi, 99 p. : charts ; 30 cm.",,2nd ed.
2009-00500,ELC 3103 : technical English for applied science students,,English,,,"The Hong Kong Polytechnic University, English Language Centre",978-962-367-639-7,,pbk.,,Unpriced,,,,,,Hong Kong,2008,"vi, 124 p. : ill., charts ; 30 cm.",,
2009-00501,ELC 3306 : university English for design students,,English,,,"The Hong Kong Polytechnic University, English Language Centre",978-962-367-635-9,,pbk.,,Unpriced,,,,,,Hong Kong,2008,"59 p. : ill., col. chart ; 30 cm.",,2nd ed.
2009-00502,ELC 3307 : professional English for design students,,English,,,"The Hong Kong Polytechnic University, English Language Centre",978-962-367-630-4,,pbk.,,Unpriced,,,,,,Hong Kong,2008,86 p. : chart ; 30 cm.,,
2009-00503,ELC 3308 : university English for digital media design students,,English,,,"The Hong Kong Polytechnic University, English Language Centre",978-962-367-631-1,,pbk.,,Unpriced,,,,,,Hong Kong,2008,"vi, 76 p. ; 30 cm.",,
2009-00305,Read and share Bible,數星星．讀聖經,English,"ELLIS, Gwen","written by Gwen Ellis, illustrations Steve Smallman",Chinese Bible International Limited,978-962-513-692-9,,,$,135.00,,,,,,Hong Kong,2008,419 p. : all col. ill. ; 21 cm.,Text in Chinese and English,
2009-01926,‘EM’ ‘en’ book,,English,,,Education Bureau,978-988-8019-44-1,,pbk.,,Unpriced,,,,,,Hong Kong,2009,9 p. : col. ill. ; 21 cm.,,
2009-00936,"ENRIGHT, Michael J. Biocon : from generics manufacturing to biopharmaceutical innovation",,English,"Michael J. Enright, Venkat Subramanian",,"The University of Hong Kong, Asia Case Research Centre",978-988-18079-5-3,,loose-leaf,$,2360.00,,,,,,Hong Kong,2007,47 p. : chart ; 30 cm.,+ 1 DVD Includes bibliographical references,
2009-00935,"ENRIGHT, Michael J. Pearl River piano : hitting the right notes in the global market?",,English,Michael J. Enright,,"The University of Hong Kong, Asia Case Research Centre",978-988-18079-4-6,,loose-leaf,$,2360.00,,,,,,Hong Kong,2007,27 p. : charts ; 30 cm.,+ 1 DVD Includes bibliographical references,
2009-00939,Banyan tree : sustainability of a brand during rapid global expansion,,English,"Cathy Enz, Ali Farhoomand",,"The University of Hong Kong, Asia Case Research Centre",978-988-18079-8-4,,loose-leaf,$,2360.00,,,,,,Hong Kong,2008,39 p. : map ; 30 cm.,+ 1 DVD Includes bibliographical references,
2009-02435,EXPLORING science : how science works. 9,,English,Mark Levesley ... [et al.],,Pearson Education Limited,978-1-4058-9551-4,,pbk.,,Unpriced,,,,,,Essex,2009 (2nd impression),"192 p. : col. ill., charts ; 28 cm.",+ 1 CDROM Includes index,
2009-00498,EXTENDED writing skills,,English,,,"The Hong Kong Polytechnic University, English Language Centre",978-962-367-640-3,,pbk.,,Unpriced,,,,,,Hong Kong,2008,"88 p. : ill., chart ; 30 cm.",,3rd ed.
2009-00937,"Daksh and IBM : business process transformation in India. Part 1, The formative years",,English,Ali Farhoomand,,"The University of Hong Kong, Asia Case Research Centre",978-988-18079-6-0,,loose-leaf,$,2360.00,,,,,,Hong Kong,2007,20 p. : charts ; 30 cm.,+ 1 DVD Includes bibliographical references,
2009-00933,The Hong Kong Jockey Club : repositioning a not-for-profit powerhouse,,English,Ali Farhoomand,,"The University of Hong Kong, Asia Case Research Centre",978-988-18079-2-2,,loose-leaf,$,2360.00,,,,,,Hong Kong,2006,"51 p. : ill., charts ; 30 cm.",+ 1 DVD Includes bibliographical references,
2009-00932,MTR : strategic challenge of entrenching locally while expanding globally,,English,Ali Farhoomand,,"The University of Hong Kong, Asia Case Research Centre",978-988-18079-1-5,,loose-leaf,$,2360.00,,,,,,Hong Kong,2005,32 p. ; 30 cm.,+ 1 DVD (Poon Kam Kai series) Includes bibliographical references,
2009-00938,Seiko watch corporation : moving upmarket,,English,"Ali Farhoomand, Thomas M. Hout",,"The University of Hong Kong, Asia Case Research Centre",978-988-18079-7-7,,loose-leaf,$,2360.00,,,,,,Hong Kong,2007,31 p. : charts ; 30 cm.,+ 1 DVD Includes bibliographical references,
2009-00941,We marketing group : building a global marketing and communication company in China,,English,"Farhoomand Ali, Kineta Hung",,"The University of Hong Kong, Asia Case Research Centre",978-988-18079-0-8,,loose-leaf,$,2360.00,,,,,,Hong Kong,2007,13 p. ; 30 cm.,+ 1 DVD Includes bibliographical references,
2009-00251,FENG Zikai : compassion,豐子愷:人間情味,English,,edited by Roland L.O. Hui,Han Mo Xuan Publishing Company Limited,978-962-8975-01-3,,pbk.,$,150.00,,,,,,Hong Kong,2008,"159 p. : col. ill., ports ; 29 cm.",(Han Mo series; 40) Text in Chinese and English,
2009-01574,Recovering the authority of public institutions : a resource book on law and human rights in Sri Lanka,,English,Basil Fernando,,Asian Human Rights Commission,978-962-8314-44-7,,pbk.,,Unpriced,,,,,,Hong Kong,2009,"xix, 545 p. ; 23 cm.",,
2009-00926,FINANCIAL SERVICES AND THE TREASURY BUREAU Hong Kong Inland Revenue Board of Review decisions (2008-09). Vol. 23,,English,,,Financial Services and the Treasury Bureau,,,,,,,,,,,Hong Kong,2008,203 p. ; 24 cm.,Text partially in Chinese $382.00 (pbk.),
2009-01911,FIRST Aid at a glance,,English,Hong Kong St. John Ambulance,,Hong Kong St. John Ambulance,978-988-99922-7-9,,pbk.,,Unpriced,,,,,,Hong Kong,2009,10 p. : col. ill. ; 21 cm.,,
2009-02426,FIRST Australians plenty stories : caring for country,,English,Trish Albert,,Pearson Education Australia Group Pty Limited,978-0-7312-7434-5,,pbk.,,Unpriced,,,,,,Port Melbourne,2009,"32 p. : col. ill., map ; 25 cm.",Includes index Glossary,
2009-02429,FIRST Australians plenty stories : life at Mulga Bore,,English,Trish Albert,,Pearson Education Australia Group Pty Limited,978-0-7312-7439-0,,pbk.,,Unpriced,,,,,,Port Melbourne,2009,"32 p. : col. ill., map ; 25 cm.",Includes index Glossary,
2009-02425,FIRST Australians plenty stories : remembering Coniston,,English,Trish Albert,,Pearson Education Australia Group Pty Limited,978-0-7312-7410-9,,pbk.,,Unpriced,,,,,,Port Melbourne,2009,"32 p. : ill. (chiefly col.), port, maps ; 25 cm.",Includes index Glossary,
2009-02428,FIRST Australians plenty stories : stories through art,,English,Trish Albert,,Pearson Education Australia Group Pty Limited,978-0-7312-7437-6,,pbk.,,Unpriced,,,,,,Port Melbourne,2009,32 p. : col. ill. ; 25 cm.,Includes index Glossary,
2009-02427,FIRST Australians plenty stories : welcome to Mer Island : maiem taba merem,,English,Trish Albert,,Pearson Education Australia Group Pty Limited,978-0-7312-7436-9,,pbk.,,Unpriced,,,,,,Port Melbourne,2009,"32 p. : col. ill., map ; 25 cm.",Includes index Glossary,
2009-01933,The FIRST international conference on utility management and safety,,English,,edited by Albert K.H. Kwan,Advanced Technovation Limited,978-988-99537-3-7,,pbk.,,Unpriced,,,,,,Hong Kong,2009,"vii, 276 p. : ill., maps, charts ; 30 cm.",Includes bibliographical references,
2009-00123,FOUNTAIN SET (HOLDINGS) LIMITED Fountain Set (Holdings) Limited annual report 2008,福田實業(集團)有限公司二零零八年年報,English,,,Fountain Set (Holdings) Limited,,,,,,,,,,,Hong Kong,2008,132 p. ; 29 cm.,Text in Chinese and English Unpriced (pbk.),
2009-00889,Children of the sea,,English,David Franklyn,,Pearson Education Limited,978-0-435215-19-4,,pbk.,,Unpriced,,,,,,Hong Kong,2009,97 p. : map ; 20 cm.,(Caribbean writers series) Glossary,
2009-01197,FUN with numbers : adding and taking away,,English,,,Pearson Education Limited,,,,,,,,,,,Essex,2009,24 p. : col. ill. ; 21 cm.,+ 1 DVD + 1 poster (BBC active),
2009-01198,FUN with numbers : counting 1 to 10,,English,,,Pearson Education Limited,,,,,,,,,,,Essex,2009,24 p. : col. ill. ; 21 cm.,+ 1 DVD + 1 poster (BBC active),
2009-01196,FUN with numbers : shapes and time,,English,,,Pearson Education Limited,,,,,,,,,,,Essex,2009,24 p. : col. ill. ; 21 cm.,+ 1 DVD + 1 poster (BBC active),
2009-01242,One square foot,樓花,English,John Fung,,MCCM Creations,978-988-99266-1-8,,pbk.,$,275.00,,,,,,Hong Kong,2008,103 p. : col. ill. ; 31 cm.,Text in Chinese and English,
2009-01250,FUZZY communication,,English,,graphic design by Yoshimaru Takahashi,MCCM Creations,978-988-99842-8-1,,pbk.,$,180.00,,,,,,Hong Kong,2008,218 p. : ill. (chiefly col.) ; 21 cm.,"Text in English, Japanese, German",
2009-00887,GLOBAL TECH (HOLDINGS) LIMITED Global Tech (Holdings) Limited annual report 2008,耀科國際(控股)有限公司2008年報,English,,,Global Tech (Holdings) Limited,,,,,,,,,,,Hong Kong,2009,"100, 100 p. : col. ill. ; 30 cm.",Text in Chinese and English Unpriced (pbk.),
2009-01682,"The GLOSSARY : cash, supply chain and treasury management",,English,,,PPP Company Limited,978-988-18002-6-8,,,,Unpriced,,,,,,Hong Kong,2009,1 v. ; 18 cm.,,
2009-01975,Free! : a play by David Grant,,English,"GRANT, David",,Pearson Education Limited,978-0-435233-46-4,,,GBP,3.90,,,,,,Essex,2008,"vii, 93 p. ; 21 cm.",,
2009-00105,GROUP SENSE (INTERNATIONAL) LIMITED Group Sense (International) Limited interim report 2008-2009,權智(國際)有限公司中期報告2008-2009,English,,,Group Sense (International) Limited,,,,,,,,,,,Hong Kong,2008,"24, 24 p. : charts ; 21 cm.",Text in Chinese and English Unpriced (pbk.),
2009-01576,"HALL, Kenneth E. John Woo’s the killer",,English,Kenneth E. Hall,,Hong Kong University Press,978-962-209-956-2,,pbk.,$,135.00,,,,,,Hong Kong,2009,"xiv, 125 p. : ill. ; 23 cm.",Glossary,
2009-00096,HANNY HOLDINGS LIMITED Hanny Holdings Limited interim report 2008-2009,錦興集團有限公司中期報告2008- 2009,English,,,Hanny Holdings Limited,,,,,,,,,,,Hong Kong,2008,44 p. ; 29 cm.,Text in Chinese and English Unpriced (pbk.),
2009-01275,Sneezy der drache,,English,"HARVEY, Damian",Damian Harvey ; illustrated by Jaqui Barron,Tolo Toys Limited,978-988-17882-2-1,,pbk.,$,135.00,,,,,,Hong Kong,2009,31 p. : col. ill. ; 42 cm.,Text in German,
2009-01276,Sneezy the dragon,,English,"HARVEY, Damian",Damian Harvey ; illustrated by Jaqui Barron,Tolo Toys Limited,978-988-17882-1-4,,pbk.,$,135.00,,,,,,Hong Kong,2009,31 p. : col. ill. ; 42 cm.,Text in German,
2009-01271,HENDERSON SUNLIGHT ASSET MANAGEMENT LIMITED Sunlight REIT interim report 2008-09,陽光房地產投資信託基金中期報告2008-09,English,,,Henderson Sunlight Asset Management Limited,,,,,,,,,,,Hong Kong,2009,"46, 46 p. ; 26 cm.",Text in Chinese and English Unpriced,
2009-00814,"HKC INTERNATIONAL HOLDINGS LIMITED HKC International Holdings Limited major transaction : acquisition of landed property, 19 January 2009","香港通訊國際控股有限公司主要交易:購買物業,二零零九年一月十九日",English,,,HKC International Holdings Limited,,,,,,,,,,,Hong Kong,2009,"96, 96 p. ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
2009-01580,Ways to urbanisation : post-war road development in Hong Kong,建城之道:戰後香港的道路發展,English,Ho Pui-yin,,Hong Kong University Press,978-962-209-051-4,,,,Unpriced,,,,,,Hong Kong,2008,"xiv, 350 p. : ill. (chiefly col.), col. map ; ``27 cm.",Includes bibliographical references and index Text in Chinese and English,
2009-01249,Metaflora,,English,"HOLLAND, Michael",by Michael Holland,MCCM Creations,978-988-99842-0-5,,pbk.,$,100.00,,,,,,Hong Kong,2008,73 p. : ill. ; 25 cm.,,
2009-00740,HOME journal buyer’s guide 2009,,English,,edited by Albert Lo,Edipresse Hong Kong Limited,,,,,,,,,,,Hong Kong,2008,256 p. : col. ill. ; 30 cm.,Includes index Text in Chinese and English $48.00,
2009-01495,"HONG KONG ACCREDITATION SERVICE Guide for HKAS lead assessors, assessors and technical experts",,English,,,Innovation and Technology Commission,978-962-86584-9-7,,pbk.,,Unpriced,,,,,,Hong Kong,2008,95 p. : chart ; 30 cm.,,3rd ed.
2009-00375,"HONG Kong attainment tests. Pre-Secondary 1, English",,English,,,iLearners Publishing Limited,978-962-8905-49-2,,set,$,58.00,,,,,,Hong Kong,2008,"various pagings : ill. (some col.), chart ; 29 cm.",,
2009-00376,"HONG Kong attainment tests. Pre-Secondary 1, English. Teacher’s copy",,English,,,iLearners Publishing Limited,978-962-8905-50-8,,set,,Unpriced,,,,,,Hong Kong,2008,"various pagings : ill. (some col.), chart ; 29 cm.",,
2009-00991,HONG Kong company law handbook : Companies Ordinance (Cap 32),公司條例(第32章),English,,"annotated by Roman Tomasic, E.L.G. Tyler ; edited by Daniel Ho",LexisNexis,978-962-8972-00-5,,pbk.,$,1300.00,,,,,,Hong Kong,2008,"clxxx, 1538 p. ; 24 cm.",,10th ed.
2009-01676,HONG Kong Correctional Services annual review 2008,香港懲教署2008年年報,English,,,Hong Kong Correctional Services Department,,,,,,,,,,,Hong Kong,2008,"45 p. : col. ill., charts ; 25 x 28 cm.",Text in Chinese and English Unpriced,
2009-00819,HONG KONG EXAMINATIONS AND ASSESSMENT AUTHORITY 2008 HKALE examination report,2008香港高級程度會考,English,,,Hong Kong Examinations and Assessment Authority,978-988-203-485-3,,pbk.,$,40.00,,,,,,Hong Kong,2008,88 p. : chart ; 30 cm.,Text in Chinese and English,
