serial,title_eng,title_chi,language,author,detailed_authorship,publisher,ISBN_1,ISSN_1,medium_1,price_1_currency,price_1,ISBN_2,ISSN_2,medium_2,price_2_currency,price_2,location_of_publication,year_of_publication,format,details,edition
2008-00732,,一家之言: 2006年香港文匯報社評匯萃,Chinese,,香港文匯報編輯部編,香港文匯,978-962-374-343-3,,,$,115.00,,,,,,香港,2007,,,
2008-01607,,一起玩,Chinese,簡楚瑛黃潔薇編,簡楚瑛黃潔薇編著,教育,978-962-12-6710-8,,,$,52.00,,,,,,香港,2007,23厘米36頁全彩圖,附貼紙1張,
2008-02028,,一盞茶佛法漫遊,Chinese,一盞茶編,一盞茶編著,經要文化第2版,978-962-8863-60-0,,,$,58.00,,,,,,香港,2007,,成長之路; 47,
2008-00513,,一葉蘭,Chinese,夏智定,夏智定著,香港文學報社,978-962-962-244-2,,,$,28.00,,,,,,香港,2007,,龍香文學叢書,
2008-00136,,一劍情深.卷叁,Chinese,倪匡,倪匡著,交流圖書貿易,978-962-8940-49-3,,,$,45.00,,,,,,香港,2007,,倪匡武俠經典系列; 9,
2008-00137,,一劍情深.卷肆,Chinese,倪匡,倪匡著,交流圖書貿易,978-962-8940-50-9,,,$,45.00,,,,,,香港,2007,,倪匡武俠經典系列; 9,
2008-02518,,一劍情深.卷伍,Chinese,倪匡,倪匡著,交流圖書貿易,978-962-8940-51-6,,,$,45.00,,,,,,香港,2007,,倪匡武俠經典系列; 9,
2008-02519,,一劍情深.卷陸,Chinese,倪匡,倪匡著,交流圖書貿易,978-962-8940-52-3,,,$,45.00,,,,,,香港,2007,,倪匡武俠經典系列; 9,
2008-02520,,一劍情深.卷柒,Chinese,倪匡,倪匡著,交流圖書貿易,978-962-8940-53-0,,,$,45.00,,,,,,香港,2007,,倪匡武俠經典系列; 9,
2008-02521,,一劍情深.卷捌,Chinese,倪匡,倪匡著,交流圖書貿易,978-962-8940-54-7,,,$,45.00,,,,,,香港,2007,,倪匡武俠經典系列; 9,
2008-00376,,2.7cm的花生米,Chinese,張繼聰,張繼聰著,天窗,978-988-99893-4-7,,,$,88.00,,,,,,香港,2007,,一格格; 04,
2008-00374,,20/80時代智富路,Chinese,劉創楚,劉創楚著,天窗,978-988-99672-5-3,,,$,88.00,,,,,,香港,2007,,信報系列; 02,
2008-00751,,2007年香港特區授勳紀念畫冊,Chinese,,,2007香港香港文匯,978-962-374-363-1,,精裝,$,438.00,,,,,,香港文匯報編,2007年香港特區授勳紀念畫冊,,,
2008-02828,,2007豬年運程,Chinese,,,2007香港匯智文化,978-988-98503-5-7,,,$,38.00,,,,,,丁甲妹著,2007豬年運程,,,
2008-02564,,2007養生保健延緩衰老‘治未病’研究進展,Chinese,,,陳飛松編2007香港藍月,978-988-98579-6-7,,,CNY,20.00,,,,,,研究進展,2007養生保健延緩衰老‘治未病’,26厘米178頁插圖,中文內容以簡體字排版,
2008-01500,,2008年星座書:人馬座,Chinese,,,人馬座趙如心著2007香港海濱,978-988-202-526-4,,,,,,,,,,:,2008年星座書,,內容以簡體字排版,
2008-01512,,2008年星座書:人馬座,Chinese,,,人馬座趙如心著2007香港海濱,978-988-202-514-1,,,$,19.00,,,,,,:,2008年星座書,,,
2008-01501,,2008年星座書:山羊座,Chinese,,,山羊座趙如心著2007香港海濱,978-988-202-515-8,,,,,,,,,,:,2008年星座書,,內容以簡體字排版,
2008-01513,,2008年星座書:山羊座,Chinese,,,山羊座趙如心著2007香港海濱,978-988-202-503-5,,,$,19.00,,,,,,:,2008年星座書,,,
2008-01498,,2008年星座書:天秤座,Chinese,,,天秤座趙如心著2007香港海濱,978-988-202-524-0,,,,,,,,,,:,2008年星座書,,內容以簡體字排版,
2008-01510,,2008年星座書:天秤座,Chinese,,,天秤座趙如心著2007香港海濱,978-988-202-512-7,,,$,19.00,,,,,,:,2008年星座書,,,
2008-01499,,2008年星座書:天蠍座,Chinese,,,天蠍座趙如心著2007香港海濱,978-988-202-525-7,,,,,,,,,,:,2008年星座書,,內容以簡體字排版,
2008-01511,,2008年星座書:天蠍座,Chinese,,,天蠍座趙如心著2007香港海濱,978-988-202-513-4,,,$,19.00,,,,,,:,2008年星座書,,,
2008-01490,,2008年星座書:水瓶座,Chinese,,,水瓶座趙如心著2007香港海濱,978-988-202-516-5,,,,,,,,,,:,2008年星座書,,內容以簡體字排版,
2008-01502,,2008年星座書:水瓶座,Chinese,,,水瓶座趙如心著2007香港海濱,978-988-202-504-2,,,$,19.00,,,,,,:,2008年星座書,,,
2008-01495,,2008年星座書:巨蟹座,Chinese,,,巨蟹座趙如心著2007香港海濱,978-988-202-521-9,,,,,,,,,,:,2008年星座書,,內容以簡體字排版,
2008-01507,,2008年星座書:巨蟹座,Chinese,,,巨蟹座趙如心著2007香港海濱,978-988-202-509-7,,,$,19.00,,,,,,:,2008年星座書,,,
2008-01492,,2008年星座書:白羊座,Chinese,,,白羊座趙如心著2007香港海濱,978-988-202-518-9,,,,,,,,,,:,2008年星座書,,內容以簡體字排版,
2008-01504,,2008年星座書:白羊座,Chinese,,,白羊座趙如心著2007香港海濱,978-988-202-506-6,,,$,19.00,,,,,,:,2008年星座書,,,
2008-01493,,2008年星座書:金牛座,Chinese,,,金牛座趙如心著2007香港海濱,978-988-202-519-6,,,,,,,,,,:,2008年星座書,,內容以簡體字排版,
2008-01505,,2008年星座書:金牛座,Chinese,,,金牛座趙如心著2007香港海濱,978-988-202-507-3,,,$,19.00,,,,,,:,2008年星座書,,,
2008-01497,,2008年星座書:處女座,Chinese,,,處女座趙如心著2007香港海濱,978-988-202-523-3,,,,,,,,,,:,2008年星座書,,內容以簡體字排版,
2008-01509,,2008年星座書:處女座,Chinese,,,處女座趙如心著2007香港海濱,978-988-202-511-0,,,$,19.00,,,,,,:,2008年星座書,,,
2008-01496,,2008年星座書:獅子座,Chinese,,,獅子座趙如心著2007香港海濱,978-988-202-522-6,,,,,,,,,,:,2008年星座書,,內容以簡體字排版,
2008-01508,,2008年星座書:獅子座,Chinese,,,獅子座趙如心著2007香港海濱,978-988-202-510-3,,,$,19.00,,,,,,:,2008年星座書,,,
2008-01494,,2008年星座書:雙子座,Chinese,,,雙子座趙如心著2007香港海濱,978-988-202-520-2,,,,,,,,,,:,2008年星座書,,內容以簡體字排版,
2008-01506,,2008年星座書:雙子座,Chinese,,,雙子座趙如心著2007香港海濱,978-988-202-508-0,,,$,19.00,,,,,,:,2008年星座書,,,
2008-01491,,2008年星座書:雙魚座,Chinese,,,雙魚座趙如心著2007香港海濱,978-988-202-517-2,,,,,,,,,,:,2008年星座書,,內容以簡體字排版,
2008-01503,,2008年星座書:雙魚座,Chinese,,,雙魚座趙如心著2007香港海濱,978-988-202-505-9,,,$,19.00,,,,,,:,2008年星座書,,,
2008-00504,,2008年香港出口展望:加強供應鏈管理積極保持競爭力,Chinese,,,加強供應鏈管理積極保持競爭力香港貿易發展局研究部編匯2007香港香港貿易發展局,,,,,,,,,,,:,2008年香港出口展望,"26厘米vii, 47頁彩色圖表",,
2008-01206,2008 Hong Kong city guide,2008香港街道圖,Chinese,,,2008 Hong Kong city guide萬里地圖製作中心編繪2007香港萬里機構.萬里書店,978-962-14-3698-6,,,$,62.00,,,,,,=,2008香港街道圖,"19厘米336頁彩色插圖,地圖",附香港公共交通指南,
2008-00068,,,Chinese,,,香港四海文化集團迷你版,978-988-17152-0-3,,,$,68.00,,,,,,2008,2008終極地圖,,中英對照,
2008-01737,,2008會考攻略,Chinese,,,2008香港星島日報,978-962-672-736-2,,,$,38.00,,,,,,洪蔓玲編,2008會考攻略,,星島教育天書系列,
2008-02068,20 stories of youth volunteers 2007,20個青年義工的故事2007,Chinese,,周淑屏撰文胡佩華劉慧心曾翠茵編,香港青年協會,978-962-8956-40-1,,,,,,,,,,香港,2008,,,
2008-01741,An introduction to the New Testament,21世紀新約導論,Chinese,D. A. Carson Douglas J. Moo,D. A. Carson Douglas J. Moo著尹妙珍紀榮神譯,天道書樓,978-962-208-709-5,,,$,260.00,,,,,,香港,2007,,參考叢書,
2008-02475,,21吋是一個合適的size :敘事治療於精神康復的應用,Chinese,列小慧編,列小慧編著,香港神託會,978-988-97245-6-6,,,$,85.00,,,,,,香港,2008,,,
2008-01884,I dare to love before 25,25歲前．我敢愛,Chinese,陸以心,陸以心著,知出版,978-962-8983-18-6,,,$,52.00,,,,,,香港,2008,,,
2008-01409,,88投資工具:金融大時代精明投資者的必讀書,Chinese,徐燦傑曾勁華,徐燦傑曾勁華著,匯智,978-962-8960-38-5,,,$,108.00,,,,,,香港,2008,,財經書系列,
2008-01313,Street map of Kowloon,九龍島街道圖,Chinese,,,協文2008年版,978-962-8042-55-5,,,$,22.00,,,,,,香港,2008,69 x 100厘米摺成23 x 13厘米1幅地圖,中英對照,
2008-02290,,二００七年本地生產總值,Chinese,,,政府統計處,,,,,,,,,,,香港,2008,,,
2008-00948,,二００八戊子年中國民曆,Chinese,,,星輝圖書,978-962-388-298-9,,,$,23.00,,,,,,香港,2007,,,
2008-00053,,二００八唐人街〈化太歲〉通勝,Chinese,唐人街,唐人街著,唐人街,978-988-17281-1-1,,,$,38.00,,,,,,香港,2007,,,
2008-00054,,二００八鼠年十二生肖改運通勝,Chinese,何昭劻,何昭劻著,聚賢館,978-962-436-598-6,,,$,48.00,,,,,,香港,2007,,何昭劻術數叢書,
2008-01043,,二十一世紀現代小學普通話. 1下,Chinese,,現代教育研究社編輯委員會等編,現代教育研究社,978-962-11-9935-5,,,$,65.00,,,,,,香港,2007,,,
2008-01044,,"二十一世紀現代小學普通話. 1下,教師用書",Chinese,,現代教育研究社編輯委員會等編,現代教育研究社,978-962-371-591-1,,,,,,,,,,香港,2007,,,
2008-01047,,二十一世紀現代小學普通話. 2下,Chinese,,現代教育研究社編輯委員會等編,現代教育研究社,978-962-11-9939-3,,,$,65.00,,,,,,香港,2007,,,
2008-01048,,"二十一世紀現代小學普通話. 2下,教師用書",Chinese,,現代教育研究社編輯委員會等編,現代教育研究社,978-962-371-593-5,,,,,,,,,,香港,2007,,,
2008-01051,,二十一世紀現代小學普通話. 3下,Chinese,,現代教育研究社編輯委員會等編,現代教育研究社,978-962-11-9943-0,,,$,65.00,,,,,,香港,2007,,,
2008-01052,,"二十一世紀現代小學普通話. 3下,教師用書",Chinese,,現代教育研究社編輯委員會等編,現代教育研究社,978-962-371-595-9,,,,,,,,,,香港,2007,,,
2008-01045,,二十一世紀現代小學普通話作業. 1下,Chinese,,現代教育研究社編輯委員會等編,現代教育研究社,978-962-371-538-6,,,$,30.00,,,,,,香港,2007,,附鐳射光碟1隻,
2008-01046,,"二十一世紀現代小學普通話作業. 1下,教師用書",Chinese,,現代教育研究社編輯委員會等編,現代教育研究社,978-962-371-603-1,,,,,,,,,,香港,2007,,,
2008-01050,,二十一世紀現代小學普通話作業. 2下,Chinese,,現代教育研究社編輯委員會等編,現代教育研究社,978-962-371-540-9,,,$,30.00,,,,,,香港,2007,,附鐳射光碟1隻,
2008-01049,,"二十一世紀現代小學普通話作業. 2下,教師用書",Chinese,,現代教育研究社編輯委員會等編,現代教育研究社,978-962-371-605-5,,,,,,,,,,香港,2007,,,
2008-01054,,二十一世紀現代小學普通話作業. 3下,Chinese,,現代教育研究社編輯委員會等編,現代教育研究社,978-962-371-542-3,,,$,30.00,,,,,,香港,2007,,附鐳射光碟1隻,
2008-01053,,"二十一世紀現代小學普通話作業. 3下,教師用書",Chinese,,現代教育研究社編輯委員會等編,現代教育研究社,978-962-371-607-9,,,,,,,,,,香港,2007,,,
2008-01811,,人生，彩虹,Chinese,黃國器,黃國器著,明報,978-962-8993-01-7,,,$,48.00,,,,,,香港,2008,,,
2008-00425,The great questions of life,人生的大問題,Chinese,Louise Jeter Walker,Louise Jeter Walker著吳曉明譯,American Assemblies of God (Hong Kong Branch) Limited,978-988-99557-5-5,,,,,,,,,,香港,2007,,內容以簡體字排版,
2008-01933,,人生雜咏,Chinese,劉燕文,劉燕文著,中國評論學術,978-962-8957-62-0,,,CNY,20.00,,,,,,香港,2007,21厘米114頁插圖,內容以簡體字排版,
2008-00058,,人在中環,Chinese,CK,CK著,AM730 Publishing Limited,978-988-99258-4-0,,,$,58.00,,,,,,香港,2008,,,
2008-00488,,人性．人類行為．文化生態,Chinese,戈明亮,戈明亮著,中華百科,978-988-99275-5-4,,,$,38.00,,,,,,香港,2007,,內容以簡體字排版,
2008-00345,,"人物中國歷史. 1,遠古至南北朝",Chinese,周佳榮編,周佳榮編著2006香港香港教育圖書第三版,,988-200-558-6,,,$,60.00,,,,,,,,,學習資料庫; 01,
2008-00346,,"人物中國歷史. 2,隋代至明代",Chinese,周佳榮編,周佳榮編著2006香港香港教育圖書第三版,,988-200-559-4,,,$,60.00,,,,,,,,,學習資料庫; 02,
2008-00347,,"人物中國歷史. 3,清代至現代",Chinese,周佳榮編,周佳榮編著2006香港香港教育圖書第三版,,988-200-560-8,,,$,60.00,,,,,,,,,學習資料庫; 03,
2008-01457,"The tripartite nature of man : spirit, soul and body",人的三分本質:靈、魂、體,Chinese,John Bickford Heard,John Bickford Heard著劉陽陳呂百佳譯,真理書房,978-988-97629-7-1,,,$,70.00,,,,,,香港,2008,,,
2008-02549,,人氣嚴選串珠飾品60款,Chinese,ブティツク社,ブティツク社著許倩珮譯,萬里機構.萬里書店,978-962-14-3736-5,,,$,32.00,,,,,,香港,2008,,創意生活系列,
2008-01238,,人造人歐朶.第4集,Chinese,鈴木Julietta,鈴木Julietta著蔡夢芳譯,東立香港中文版,978-962-955-515-3,,,$,28.00,,,,,,香港,2007,,Tong Li girl comics,
2008-00512,,人間．情色,Chinese,黃偉雄,黃偉雄著2006香港當代文化,,962-8468-26-X,,,$,25.00,,,,,,,,,點滴思緒; II,
2008-01122,,人間凶器,Chinese,小畢,小畢著,海濱,978-988-202-548-6,,,$,38.00,,,,,,香港,2007,,,
2008-01455,What is man : a comparison between the dichotomous and trichotomous views of man,人算甚麼:二元論與三元論的人觀探討,Chinese,于忠綸,于忠綸著,真理書房,978-988-97629-5-7,,,$,40.00,,,,,,香港,2008,,,
2008-02422,How the incredible human body works,人體的故事,Chinese,Brainwaves,Brainwaves著Ralph Lazar Lisa Swerling插圖張伯堯張景華翻譯,三聯,978-962-04-2707-7,,精裝,$,85.00,,,,,,香港,2008,,靈感小精靈講故事,
2008-01165,Body painting,人體夢幻之旅,Chinese,,陳玉燕編,香港美容,978-988-98954-3-3,,精裝,$,500.00,,,,,,香港,2007,,,
2008-01140,,八面圓通,Chinese,覺慧居士,覺慧居士著,宇宙,978-988-99626-2-3,,,$,88.00,,,,,,香港,2008,,,
2008-00774,,八運中港葬經:現代陰宅風水及殯葬錦囊,Chinese,蘇志宗,蘇志宗著,明窗,978-962-8959-76-1,,,$,78.00,,,,,,香港,2007,,,
2008-02301,,十六歲後才上床?,Chinese,何念慈,何念慈著,天地,978-988-211-787-7,,,$,68.00,,,,,,香港,2008,,,
2008-02767,,"十字架與吸血鬼.第10集,未知的模樣",Chinese,池田晃久,池田晃久著張成淼譯,正文社香港中文版,978-988-210-589-8,,,$,30.00,,,,,,香港,2008,,,
2008-02471,,十姑娘回憶錄之與魔鬼抗衡何婉琪口述歷史,Chinese,,,壹出版,978-962-577-892-1,,,$,128.00,,,,,,香港,2007,,,
2008-02529,,十架救恩: 2008道聲月曆,Chinese,,,道聲,978-962-380-252-9,,,$,20.00,,,,,,香港,2007,,,
2008-01176,,十個雨後開花的故事:關注婦女性暴力協會十週年紀念,Chinese,風雨蘭,風雨蘭著,鼎豐文庫,978-988-99869-2-6,,,$,68.00,,,,,,香港,2007,,,
2008-00815,,"十項全能.第5卷, Same.Same",Chinese,山田芳裕,山田芳裕著蘇錦明譯,天下香港中文版,978-988-215-509-1,,,$,35.00,,,,,,香港,2007,,Comics world,
2008-00816,,"十項全能.第6卷,王者之風",Chinese,山田芳裕,山田芳裕著蘇錦明譯,天下香港中文版,978-988-215-536-7,,,$,35.00,,,,,,香港,2007,,Comics world,
2008-02018,,"十項全能.第7卷,衝...線!!",Chinese,山田芳裕,山田芳裕著蘇錦明譯,天下香港中文版,978-988-215-537-4,,,$,35.00,,,,,,香港,2008,,Comics world,
2008-02019,,"十項全能.第8卷,光明正大的方法",Chinese,山田芳裕,山田芳裕著蘇錦明譯,天下香港中文版,978-988-215-550-3,,,$,35.00,,,,,,香港,2008,,Comics world,
2008-01517,,卜昭禹作品集,Chinese,,,中國文化藝術,978-988-17226-9-0,,,$,18.00,,,,,,香港,2008,,內容以簡體字排版,
2008-00711,The last forty years,又四十年,Chinese,王長新,王長新著,方舟機構三版,978-988-99868-5-8,,,$,40.00,,,,,,香港,2007,,內容以簡體字排版,
2008-01589,,30以後,Chinese,三十會,三十會著,花千樹,978-962-8971-18-3,,,$,55.00,,,,,,香港,2007,,,
2008-00065,,三一與上帝國:論上帝的教義,Chinese,Jurgen Moltmann,Jurgen Moltmann著周偉馳譯,道風書社,978-962-8911-25-7,,,$,145.00,,,,,,香港,2007,,歷代基督教思想學術文庫.現代系列; 228,
2008-02876,,三三制新考試課程全港性系統評估(TSA)模擬卷,Chinese,,,牛津大學出版社(中國),978-0-19-548869-2,,,,,,,,,,香港,2008,,,
2008-02875,,三三制新考試課程綜合卷熱身練習,Chinese,,,牛津大學出版社(中國),978-0-19-549438-9,,,,,,,,,,香港,2008,,,
2008-02873,,三三制新考試應試手冊,Chinese,,,牛津大學出版社(中國),978-0-19-548871-5,,,,,,,,,,香港,2008,,,
2008-00950,,三字經白話詳解,Chinese,,王照編註,星輝圖書再版,978-962-388-304-7,,,$,45.00,,,,,,香港,2007,,星輝「老土」叢書,
2008-00148,,三相無常、苦、無我之觀慧,Chinese,高勝居士,高勝居士著南傳佛教叢書編譯組譯,葛榮禪修同學會,978-962-644-098-8,,,$,14.00,,,,,,香港,2007,,南傳佛教叢書; 5,
2008-02024,,"三國．無間. 2,風起隴西(下)",Chinese,馬伯庸,馬伯庸著,經要文化,978-962-8863-62-4,,,$,48.00,,,,,,香港,2007,,小說頻道; 2,
2008-02573,,三萬呎高空上的喝采聲:空姐事件簿V,Chinese,藍海寧,藍海寧著,WHY出版,978-962-678-500-3,,,$,62.00,,,,,,香港,2008,,附空姐面試全攻略,
2008-01213,,下一站上海地鐵自助遊,Chinese,鄺淑玲編,鄺淑玲編著,星島,978-962-672-683-9,,,$,68.00,,,,,,香港,2008,,自遊通系列,
2008-01441,,上水鄉二零零六年太平清醮全醮籙,Chinese,,謝德隆主編2002香港思可,,978-962-7656-18-0,,,$,80.00,,,,,,,,,,
2008-01559,The doctrine of God : a global introduction,上帝論:全球導覽,Chinese,Veli Matti Karkkainen,Veli Matti Karkkainen著陳永財蔡錦圖翻譯,基道,978-962-457-339-8,,,$,138.00,,,,,,香港,2007,,系統神學叢書,
2008-00079,,上海,Chinese,,孫啟元編,郭良蕙新事業2008-9年版,978-988-17154-5-6,,,$,48.00,,,,,,香港,2007,,旅遊通系列,
2008-00749,,上海市婦女兒童健康年鑒(2006年),Chinese,,郁俊德主編,香港文匯,978-962-374-367-9,,,$,300.00,,,,,,香港,2007,,內容以簡體字排版,
2008-01188,Shanghainese homestyle cooking,上海媳婦的家常菜,Chinese,程安琪,程安琪著,萬里機構.飲食天地,978-962-14-3531-6,,,$,98.00,,,,,,香港,2007,26厘米165頁彩色插圖,中英對照,
2008-01356,,上善若水:璇攻略,Chinese,葉璇,葉璇著2006香港香港文化館,,988-98021-2-0,,,$,68.00,,,,,,,,,,
2008-01595,,上學了,Chinese,簡楚瑛黃潔薇編,簡楚瑛黃潔薇編著,教育,978-962-12-6698-9,,,$,46.00,,,,,,香港,2007,21厘米28頁全彩圖,附貼紙1張,
2008-01223,,也許是愛吧.第1集,Chinese,橘裕,橘裕著李其馨譯,東立,978-962-955-516-0,,,$,28.00,,,,,,香港,2007,,Tong Li少女系列,
2008-01948,,兀局與深思:郭偉峰新聞評論選,Chinese,郭偉峰,郭偉峰著,中國評論學術,978-962-8957-66-8,,,$,128.00,,,,,,香港,2008,,中國評論叢書,
2008-02122,,刃牙外傳:庇面.第4集,Chinese,板垣惠介原,板垣惠介原著山內雪奈生漫畫CL譯,玉皇朝出版香港中文版,978-962-8977-73-4,,,$,33.00,,,,,,香港,2007,,,
2008-02328,,口是心非,Chinese,樓雨晴,樓雨晴著,星河,978-988-211-760-0,,,$,40.00,,,,,,香港,2008,,尋夢園系列; 1272,
2008-00682,,土耳其之行:杜伯奇皇宮內的中國外銷青花瓷考證與研究,Chinese,蔡希良,蔡希良著,博藝集團,978-962-8701-69-8,,,$,80.00,,,,,,香港,2007,,,
2008-02004,,大王的耳朵是煎餅耳.第7卷,Chinese,夏海慧,夏海慧著李麗鴻譯,天下香港中文版,978-988-215-512-1,,,$,28.00,,,,,,香港,2008,,,
2008-01037,,大和小.教師手冊,Chinese,,,現代教育研究社,978-962-371-445-7,,,,,,,,,,香港,2007,26厘米66頁厘米(廿一世紀幼兒探索學習系列.幼兒班下學,,
