serial,title_eng,title_chi,language,author,detailed_authorship,publisher,ISBN_1,ISSN_1,medium_1,price_1_currency,price_1,ISBN_2,ISSN_2,medium_2,price_2_currency,price_2,location_of_publication,year_of_publication,format,details,edition
2013-05070,CHINA SHINEWAY PHARMACEUTICAL GROUP LIMITED China Shineway Pharmaceutical Group Limited annual report 2012,中國神威藥業集團有限公司年度報告2012,English,,,China Shineway Pharmaceutical Group Limited,,,,,,,,,,,Hong Kong,2013,"100, 100 p. : col. ill., charts ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
2013-05940,CHINA STARCH HOLDINGS LIMITED China Starch Holdings Limited annual report 2012,中國澱粉控股有限公司年報2012,English,,,China Starch Holdings Limited,,,,,,,,,,,Hong Kong,2013,104 p. : col. ill. ; 29 cm.,Text in Chinese and English Unpriced (pbk.),
2013-05777,CHINA TAIPING INSURANCE HOLDINGS COMPANY LIMITED China Taiping Insurance Holdings Company Limited 2012 annual report,中國太平保險控股有限公司二零一二年年報,English,,,China Taiping Insurance Holdings Company Limited,,,,,,,,,,,Hong Kong,2013,"339 p. : charts, col. port ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
2013-04674,CHINA TONTINE WINES GROUP LIMITED China Tontine Wines Group Limited annual report 2012,中國通天酒業集團有限公司年報2012,English,,,China Tontine Wines Group Limited,,,,,,,,,,,Hong Kong,2013,"92, 92 p. : col. maps ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
2013-06023,CHINA TRAVEL INTERNATIONAL INVESTMENT HONG KONG LIMITED China Travel International Investment Hong Kong Limited annual report 2012,,English,,,China Travel International Investment Hong Kong Limited,,,,,,,,,,,Hong Kong,2013,"144 p. : col. ill., col. charts, col. port ; 29 cm.",Unpriced (pbk.),
2013-05115,CHINA TRENDS HOLDINGS LIMITED China Trends Holdings Limited annual report 2012,中國趨勢控股有限公司年報2012,English,,,China Trends Holdings Limited,,,,,,,,,,,Hong Kong,2013,"66, 66 p. ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
2013-07021,"CHINA TRENDS HOLDINGS LIMITED China Trends Holdings Limited connected transaction, deed of amendment on outstanding convertible bonds and notice of extraordinary general meeting, 22 May 2013","中國趨勢控股有限公司關連交易,未行使可換股債劵之修訂契據及股東特別大會通告,二零一三年五月二十二日",English,,,China Trends Holdings Limited,,,,,,,,,,,Hong Kong,2013,"41, 41 p. ; 28 cm.",Text in Chinese and English Unpriced (pbk.),
2013-07013,CHINA TRENDS HOLDINGS LIMITED China Trends Holdings Limited first quarterly report 2013,中國趨勢控股有限公司二零一三年第一季度業績報告,English,,,China Trends Holdings Limited,,,,,,,,,,,Hong Kong,2013,"16, 16 p. ; 21 cm.",Text in Chinese and English Unpriced (pbk.),
2013-05110,"CHINA TRENDS HOLDINGS LIMITED China Trends Holdings Limited proposed general mandates to issue and repurchase shares, proposed re-election of directors, and notice of annual general meeting, 22 March 2013","中國趨勢控股有限公司建議發行及購回股份之一般授權，建議重選董事，及股東週年大會通告,二零一三年三月二十二日",English,,,China Trends Holdings Limited,,,,,,,,,,,Hong Kong,2013,"15, 15 p. ; 28 cm.",Text in Chinese and English Unpriced (pbk.),
2013-06058,CHINA U-TON HOLDINGS LIMITED China U-Ton Holdings Limited 2012 annual report,中國優通控股有限公司2012年度報告,English,,,China U-Ton Holdings Limited,,,,,,,,,,,Hong Kong,2013,"106, 106 p. ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
2013-06141,CHINA UPTOWN GROUP COMPANY LIMITED China Uptown Group Company Limited annual report 2012,中國上城集團有限公司2012年報,English,,,China Uptown Group Company Limited,,,,,,,,,,,Hong Kong,2013,164 p. ; 29 cm.,Text in Chinese and English Unpriced (pbk.),
2013-06118,"CHINA UPTOWN GROUP COMPANY LIMITED China Uptown Group Company Limited general mandates to repurchase and issue shares, re-election of retiring directors, proposed amendments to the memorandum of association and the articles of association, proposed adoption of new memorandum of association and the articles of association and notice of annual general meeting, 17 April 2013","中國上城集團有限公司有關購回及發行股份之一般授權、重選退任董事、建議修訂組織章程大綱及公司細則、建議採納新組織章程大綱及公司細則及股東週年大會通告,二零一三年四月十七日",English,,,China Uptown Group Company Limited,,,,,,,,,,,Hong Kong,2013,"33, 33 p. ; 28 cm.",Text in Chinese and English Unpriced (pbk.),
2013-07020,"CHINA UPTOWN GROUP COMPANY LIMITED China Uptown Group Company Limited very substantial disposal and notice of extraordinary general meeting, 31 May 2013","中國上城集團有限公司非常重大出售事項及股東特別大會通告,二零一三年五月三十一日",English,,,China Uptown Group Company Limited,,,,,,,,,,,Hong Kong,2013,various paging : charts ; 28 cm.,Text in Chinese and English Unpriced (pbk.),
2013-06128,CHINA WATER INDUSTRY GROUP LIMITED China Water Industry Group Limited annual report 2012,中國水業集團有限公司年度報告2012,English,,,China Water Industry Group Limited,,,,,,,,,,,Hong Kong,2013,"144, 144 p. ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
2013-06107,"CHINA WATER INDUSTRY GROUP LIMITED China Water Industry Group Limited proposed grant of general mandates to issue and repurchase shares, re-election of retiring directors and notice of annual general meeting, 25 April 2013","中國水業集團有限公司建議授出發行及購回股份之一般授權、重選退任董事及股東週年大會通告,二零一三年四月二十五日",English,,,China Water Industry Group Limited,,,,,,,,,,,Hong Kong,2013,"16, 16 p. ; 28 cm.",Text in Chinese and English Unpriced (pbk.),
2013-07171,CHINA WATER PROPERTY GROUP LIMITED China Water Property Group Limited 2012 annual report,中國水務地產集團有限公司2012年報,English,,,China Water Property Group Limited,,,,,,,,,,,Hong Kong,2013,"128, 128 p. : col. ill. ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
2013-07137,CHINA WINDPOWER GROUP LIMITED China Windpower Group Limited annual report 2012,,English,,,China Windpower Group Limited,,,,,,,,,,,Hong Kong,2013,156 p. ; 29 cm.,Unpriced (pbk.),
2013-05979,CHINA XLX FERTILISER LIMITED China XLX Fertiliser Limited annual report 2012,,English,,,China XLX Fertiliser Limited,,,,,,,,,,,Hong Kong,2013,"160 p. : col. ill., col. charts ; 29 cm.",Unpriced (pbk.),
2013-06054,CHINA YURUN FOOD GROUP China Yurun Food Group Limited annual report 2012,中國雨潤食品集團有限公司2012年報,English,,,China Yurun Food Group Limited,,,,,,,,,,,Hong Kong,2013,"108, 108 p. : col. ill., col. charts ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
2013-04627,CHINA ZENITH CHEMICAL GROUP LIMITED China Zenith Chemical Group Limited interim report 2012/2013,中國天化工集團有限公司中期報告2012,English,2013,,China Zenith Chemical Group Limited,,,,,,,,,,,Hong Kong,2013,"36, 36 p. ; 21 cm.",Text in Chinese and English Unpriced (pbk.),
2013-05924,CHINAVISION MEDIA GROUP LIMITED Chinavision Media Group Limited 2012 annual report,文化中國傳播集團有限公司2012年報,English,,,Chinavision Media Group Limited,,,,,,,,,,,Hong Kong,2013,"152, 152 p. ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
2013-04817,CHINESE ESTATES HOLDINGS LIMITED Chinese Estates Holdings Limited 2012 annual report,華人置業集團2012年報,English,,,Chinese Estates Holdings Limited,,,,,,,,,,,Hong Kong,2013,244 p. ; 30 cm.,Text in Chinese and English Unpriced (pbk.),
2013-07024,"CHINESE FOOD AND BEVERAGE GROUP LIMITED Chinese Food and Beverage Group Limited placing of convertible bonds under specific mandate and notice of extraordinary general meeting, 24 May 2013","華人飲食集團有限公司根據特定授權配售可換股債券及股東特別大會通告,二零一三年五月二十四日",English,,,Chinese Food and Beverage Group Limited,,,,,,,,,,,Hong Kong,2013,"25, 25 p. ; 28 cm.",Text in Chinese and English Unpriced (pbk.),
2013-04469,"CHINESE FOOD AND BEVERAGE GROUP LIMITED Chinese Food and Beverage Group Limited share consolidation and change in board lot size, 15 March 2013","華人飲食集團有限公司建議股份合併及更改每手買賣單位,二零一三年三月十五日",English,,,Chinese Food and Beverage Group Limited,,,,,,,,,,,Hong Kong,2013,"10, 10 p. ; 28 cm.",Text in Chinese and English Unpriced (pbk.),
2013-04467,CHINESE FOOD AND BEVERAGE GROUP LIMITED Chinese Food and Beverage Group Limited third quarterly report 2012/2013,華人飲食集團有限公司第三季度業績報告2012,English,2013,,Chinese Food and Beverage Group Limited,,,,,,,,,,,Hong Kong,2013,"24, 24 p. ; 21 cm.",Text in Chinese and English Unpriced (pbk.),
2013-06123,"CHINESE FOOD AND BEVERAGE GROUP LIMITED Chinese Food and Beverage Group Limited very substantial acquisition, subscription of convertible bonds, re-election of retiring director and notice of extraordinary general meeting, 20 April 2013","華人飲食集團有限公司非常重大收購事項認購可換股債券重選退休董事及股東特別大會通告,二零一三年四月二十日",English,,,Chinese Food and Beverage Group Limited,,,,,,,,,,,Hong Kong,2013,"88, 88 p. ; 28 cm.",Text in Chinese and English Unpriced (pbk.),
2013-07153,CHINNEY ALLIANCE GROUP LIMITED Chinney Alliance Group Limited annual report 2012,建聯集團有限公司二零一二年年報,English,,,Chinney Alliance Group Limited,,,,,,,,,,,Hong Kong,2013,"122, 122 p. ; 30 cm.",Text in Chinese and English Unpriced (pbk.),
2013-04813,CHONGQING RURAL COMMERCIAL BANK Chongqing Rural Commercial Bank 2012 annual report,,English,,,Chongqing Rural Commercial Bank Company Limited,,,,,,,,,,,Hong Kong,2013,308 p. ; 29 cm.,,
2013-05061,CHOW SANG SANG HOLDINGS INTERNATIONAL LIMITED Chow Sang Sang Holdings International Limited annual report 2012,周生生集團國際有限公司2012年報,English,,,Chow Sang Sang Holdings International Limited,,,,,,,,,,,Hong Kong,2013,"132 p. : col. charts, col. port ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
2013-07244,I walk therefore I shoot : a record of Hong Kong demonstrations,我行我攝:香港遊行紀錄,English,Birdy Chu,,Kubrick,978-988-15506-0-6,,pbk.,$,169.00,,,,,,Hong Kong,2013,239 p. : col. ill. ; 23 cm.,,
2013-04614,CHU KONG PETROLEUM AND NATURAL GAS STEEL PIPE HOLDINGS LIMITED Chu Kong Petroleum and Natural Gas Steel Pipe Holdings Limited annual report 2012,珠江石油天然氣鋼管控股有限公司二零一二年年度報告,English,,,Chu Kong Petroleum and Natural Gas Steel Pipe Holdings Limited,,,,,,,,,,,Hong Kong,2013,"103, 103 p. : col. ill. ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
2013-06024,CHU KONG SHIPPING ENTERPRISES (GROUP) COMPANY LIMITED Chu Kong Shipping Enterprises (Group) Company Limited annual report 2012,,English,,,Chu Kong Shipping Enterprises (Group) Company Limited,,,,,,,,,,,Hong Kong,2013,"132 p. ; col. ill., col. chart, col. port ; 29 cm.",Unpriced (pbk.),
2013-06815,Democracy on trial : social movements and cultural politics in postauthoritarian Taiwan,,English,Ya-chung Chuang,,The Chinese University Press,978-962-996-546-4,,,$,250.00,,,,,,Hong Kong,2013,"xix, 269 p. : ill. ; 24 cm.",Includes bibliographical references and index,
2013-04630,CIL HOLDINGS LIMITED CIL Holdings Limited 2012/13 interim report,華建控股有限公司2012,English,13中期報告,,CIL Holdings Limited,,,,,,,,,,,Hong Kong,2013,"30, 30 p. ; 21 cm.",Text in Chinese and English,
2013-04613,CINDA INTERNATIONAL HOLDINGS LIMITED Cinda International Holdings Limited 2012 annual report,信達國際控股有限公司2012年報,English,,,Cinda International Holdings Limited,,,,,,,,,,,Hong Kong,2013,"88, 88 p. ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
2013-06039,CITIC PACIFIC LIMITED CITIC Pacific Limited annual report 2012,,English,,,Citic Pacific Limited,,,,,,,,,,,Hong Kong,2013,264 p. : col. ill. ; 29 cm.,Unpriced (pbk.),
2013-06146,CITIC RESOURCES HOLDINGS LIMITED CITIC Resources Holdings Limited annual report 2012,中信資源控股有限公司2012年報,English,,,CITIC Resources Holdings Limited,,,,,,,,,,,Hong Kong,2013,"142, 142 p. ; 28 cm.",Text in Chinese and English Unpriced (pbk.),
2013-03934,CITIC TELECOM INTERNATIONAL HOLDINGS LIMITED CITIC Telecom International Holdings Limited annual report 2012,,English,,,CITIC Telecom International Holdings Limited,,,,,,,,,,,Hong Kong,2013,"144 p. : col. ill., col. charts ; 30 cm.",Glossary Unpriced (pbk.),
2013-04387,CITY E-SOLUTIONS LIMITED City e-Solutions Limited annual report 2012,,English,,,City e-Solutions Limited,,,,,,,,,,,Hong Kong,2013,"91 p. : col. ill., chart ; 30 cm.",Unpriced (pbk.),
2013-04622,CIVIL ENGINEERING AND DEVELOPMENT DEPARTMENT Review of earthquake data for the Hong Kong Region,,English,,,"Civil Engineering and Development Department, Geotechnical Engineering Office",978-962-02-0403-6,,pbk.,$,170.00,,,,,,Hong Kong,2012,153 p. : col. maps ; 30 cm.,(GEO publication ; No. 1/2012) Includes bibliographical references Text partially in Chinese,
2013-06663,CIVIL ENGINEERING AND DEVELOPMENT DEPARTMENT When hillsides collapse : a century of landslides in Hong Kong,山崩土淹話今昔:香港山泥傾瀉百年史,English,,,Civil Engineering and Development Department,978-988-98538-2-2,,,$,221.00,,,,,,Hong Kong,2013,"274 p. : ill. (chiefly col.), chart ; 26 cm.",Text in Chinese and English,2nd ed.
2013-03911,CL GROUP (HOLDINGS) LIMITED CL Group (Holdings) Limited third quarterly report 2012,昌利(控股)有限公司第三季度業績報告2012,English,,,CL Group (Holdings) Limited,,,,,,,,,,,Hong Kong,2013,"18, 18 p. ; 21 cm.",Text in Chinese and English Unpriced (pbk.),
2013-04352,"CLARKE, W. S. Hong Kong civil court practice. 1. Issue 63",,English,,WS Clarke ; edited by Terence Lim ... [et al.],LexisNexis,978-988-8147-89-2,,loose-leaf,$,2500.00,,,,,,Hong Kong,2013,various paging ; 24 cm.,,
,CLASSROOM champion : primary grammar practice. 1A,,English,Cora Pang,,2013/14 new publication,,,,,,,,,,,,,"Hong Kong : Classroom Publications Limited, 2013",,
,CLASSROOM champion : primary grammar practice. 2A,,English,Cora Pang,,2013/14 new publication,,,,,,,,,,,,,"Hong Kong : Classroom Publications Limited, 2013",,
,CLASSROOM champion : primary grammar practice. 3A,,English,Cora Pang,,2013/14 new publication,,,,,,,,,,,,,"Hong Kong : Classroom Publications Limited, 2013",,
,CLASSROOM champion : primary grammar practice. 4A,,English,Cora Pang,,2013/14 new publication,,,,,,,,,,,,,"Hong Kong : Classroom Publications Limited, 2013",,
,CLASSROOM champion : primary grammar practice. 5A,,English,,edited by Grace Yam,2013/14 new publication,,,,,,,,,,,,,"Hong Kong : Classroom Publications Limited, 2013",,
,CLASSROOM champion : primary grammar practice. 6A,,English,,edited by Grace Yam,2013/14 new publication,,,,,,,,,,,,,"Hong Kong : Classroom Publications Limited, 2013",,
,CLASSROOM champion : primary listening. 1A,,English,Winnie Leung,,2013/14 new publication,,,,,,,,,,,,,"Hong Kong : Classroom Publications Limited, 2013",,
,CLASSROOM champion : primary listening. 2A,,English,Joyce Wai,,2013/14 new publication,,,,,,,,,,,,,"Hong Kong : Classroom Publications Limited, 2013",,
,CLASSROOM champion : primary listening. 3A,,English,Vikki Ho,,2013/14 new publication,,,,,,,,,,,,,"Hong Kong : Classroom Publications Limited, 2013",,
,CLASSROOM champion : primary listening. 4A,,English,Vikki Ho,,2013/14 new publication,,,,,,,,,,,,,"Hong Kong : Classroom Publications Limited, 2013",,
,CLASSROOM champion : primary listening. 5A,,English,Joyce Wai,,2013/14 new publication,,,,,,,,,,,,,"Hong Kong : Classroom Publications Limited, 2013",,
,CLASSROOM champion : primary listening. 6A,,English,Cora Pang,,2013/14 new publication,,,,,,,,,,,,,"Hong Kong : Classroom Publications Limited, 2013",,
,CLASSROOM HKDSE mathematics (compulsory part) : mock papers + score high self-learning solution,,English,Chan Hin Tai Eddie ... [at el.],,2013/14 new publication,,,,,,,,,,,,,"Hong Kong : Classroom Centre Limited, 2013",,
